"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"93881","Obesity prevalence in adults, (using adjusted self-reported height and weight)","","","E92000001","England","England","Persons","18+ yrs","","","2015/16","22.6262","22.4287","22.8292","22.3388","22.9479","","170273","","","","","20150000","New data","","1y"
"93881","Obesity prevalence in adults, (using adjusted self-reported height and weight)","","","E92000001","England","England","Persons","18+ yrs","","","2016/17","23.1281","22.9254","23.3321","22.8087","23.4452","","166213","","","","","20160000","New data","","1y"
"93881","Obesity prevalence in adults, (using adjusted self-reported height and weight)","","","E92000001","England","England","Persons","18+ yrs","","","2017/18","23.0975","22.8868","23.312","22.7596","23.4294","","151677","","","","","20170000","New data","","1y"
"93881","Obesity prevalence in adults, (using adjusted self-reported height and weight)","","","E92000001","England","England","Persons","18+ yrs","","","2018/19","23.501","23.2928","23.7121","23.1732","23.8324","","153837","","","","","20180000","New data","","1y"
"93881","Obesity prevalence in adults, (using adjusted self-reported height and weight)","","","E92000001","England","England","Persons","18+ yrs","","","2019/20","24.3567","24.1377","24.5732","24.0313","24.7237","","149476","","","","","20190000","New data","","1y"
"93881","Obesity prevalence in adults, (using adjusted self-reported height and weight)","","","E92000001","England","England","Persons","18+ yrs","","","2020/21","25.2074","24.9907","25.4237","24.8839","25.5608","","148763","","","","","20200000","New data","","1y"
"93881","Obesity prevalence in adults, (using adjusted self-reported height and weight)","","","E92000001","England","England","Persons","18+ yrs","","","2021/22","25.9285","25.7001","26.157","25.555","26.2932","","146844","","","","","20210000","New data","","1y"
"93881","Obesity prevalence in adults, (using adjusted self-reported height and weight)","","","E92000001","England","England","Persons","18+ yrs","","","2022/23","26.2382","26.0125","26.4694","25.8801","26.5991","","142708","","","","","20220000","New data","","1y"
"93881","Obesity prevalence in adults, (using adjusted self-reported height and weight)","","","E92000001","England","England","Persons","18+ yrs","","","2023/24","26.5016","26.2753","26.7319","26.1421","26.8673","","141060","","","","","20230000","New data","","1y"
